"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"042084","Lihuel Calel","1. Hasta  0,50  personas por cuarto",79,1
"042084","Lihuel Calel","2. 0,51-0,99  personas por cuarto",31,0
"042084","Lihuel Calel","3. 1,00-1,49  personas por cuarto",32,1
"042084","Lihuel Calel","4. 1,50-1,99  personas por cuarto",13,0
"042084","Lihuel Calel","5. 2,00-3,00  personas por cuarto",11,0
"042084","Lihuel Calel","6. Más de 3,00  personas por cuarto",2,0
"042091","Limay Mahuida","0. __tot__",165,0
"042091","Limay Mahuida","1. Hasta  0,50  personas por cuarto",63,0
"042091","Limay Mahuida","2. 0,51-0,99  personas por cuarto",21,0
"042091","Limay Mahuida","3. 1,00-1,49  personas por cuarto",55,0
"042091","Limay Mahuida","4. 1,50-1,99  personas por cuarto",16,0
"042091","Limay Mahuida","5. 2,00-3,00  personas por cuarto",10,0
"042098","Loventué","0. __tot__",3360,172
"042098","Loventué","1. Hasta  0,50  personas por cuarto",1218,44
"042098","Loventué","2. 0,51-0,99  personas por cuarto",583,7
"042098","Loventué","3. 1,00-1,49  personas por cuarto",978,74
"042098","Loventué","4. 1,50-1,99  personas por cuarto",287,7
"042098","Loventué","5. 2,00-3,00  personas por cuarto",281,38
"042098","Loventué","6. Más de 3,00  personas por cuarto",13,2
"042105","Maracó","0. __tot__",21457,4811
"042105","Maracó","1. Hasta  0,50  personas por cuarto",7748,1614
"042105","Maracó","2. 0,51-0,99  personas por cuarto",4348,259
"042105","Maracó","3. 1,00-1,49  personas por cuarto",5861,1821
"042105","Maracó","4. 1,50-1,99  personas por cuarto",1631,244
"042105","Maracó","5. 2,00-3,00  personas por cuarto",1703,770
"042105","Maracó","6. Más de 3,00  personas por cuarto",166,103
"042112","Puelén","0. __tot__",3224,610
"042112","Puelén","1. Hasta  0,50  personas por cuarto",813,112
"042112","Puelén","2. 0,51-0,99  personas por cuarto",521,10
"042112","Puelén","3. 1,00-1,49  personas por cuarto",1031,235
"042112","Puelén","4. 1,50-1,99  personas por cuarto",312,54
"042112","Puelén","5. 2,00-3,00  personas por cuarto",463,165
"042112","Puelén","6. Más de 3,00  personas por cuarto",84,34
"042119","Quemú Quemú","0. __tot__",3166,89
"042119","Quemú Quemú","1. Hasta  0,50  personas por cuarto",1340,25
"042119","Quemú Quemú","2. 0,51-0,99  personas por cuarto",614,1
"042119","Quemú Quemú","3. 1,00-1,49  personas por cuarto",798,44
"042119","Quemú Quemú","4. 1,50-1,99  personas por cuarto",204,2
"042119","Quemú Quemú","5. 2,00-3,00  personas por cuarto",196,15
"042119","Quemú Quemú","6. Más de 3,00  personas por cuarto",14,2
"042126","Rancul","0. __tot__",3920,106
"042126","Rancul","1. Hasta  0,50  personas por cuarto",1427,22
"042126","Rancul","2. 0,51-0,99  personas por cuarto",692,4
"042126","Rancul","3. 1,00-1,49  personas por cuarto",1082,35
"042126","Rancul","4. 1,50-1,99  personas por cuarto",333,8
"042126","Rancul","5. 2,00-3,00  personas por cuarto",354,31
"042126","Rancul","6. Más de 3,00  personas por cuarto",32,6
"042133","Realicó","0. __tot__",6205,356
"042133","Realicó","1. Hasta  0,50  personas por cuarto",2450,98
"042133","Realicó","2. 0,51-0,99  personas por cuarto",1140,9
"042133","Realicó","3. 1,00-1,49  personas por cuarto",1632,145
"042133","Realicó","4. 1,50-1,99  personas por cuarto",437,25
"042133","Realicó","5. 2,00-3,00  personas por cuarto",509,64
"042133","Realicó","6. Más de 3,00  personas por cuarto",37,15
"042140","Toay","0. __tot__",5710,411
"042140","Toay","1. Hasta  0,50  personas por cuarto",1798,72
"042140","Toay","2. 0,51-0,99  personas por cuarto",1195,13
"042140","Toay","3. 1,00-1,49  personas por cuarto",1735,170
"042140","Toay","4. 1,50-1,99  personas por cuarto",433,25
"042140","Toay","5. 2,00-3,00  personas por cuarto",493,107
"042140","Toay","6. Más de 3,00  personas por cuarto",56,24
"042147","Trenel","0. __tot__",2027,148
"042147","Trenel","1. Hasta  0,50  personas por cuarto",813,35
"042147","Trenel","2. 0,51-0,99  personas por cuarto",403,4
"042147","Trenel","3. 1,00-1,49  personas por cuarto",509,67
"042147","Trenel","4. 1,50-1,99  personas por cuarto",130,5
"042147","Trenel","5. 2,00-3,00  personas por cuarto",154,32
"042147","Trenel","6. Más de 3,00  personas por cuarto",18,5
"042154","Utracán","0. __tot__",5880,648
"042154","Utracán","1. Hasta  0,50  personas por cuarto",2142,170
"042154","Utracán","2. 0,51-0,99  personas por cuarto",1133,24
"042154","Utracán","3. 1,00-1,49  personas por cuarto",1642,256
"042154","Utracán","4. 1,50-1,99  personas por cuarto",449,33
"042154","Utracán","5. 2,00-3,00  personas por cuarto",464,140
"042154","Utracán","6. Más de 3,00  personas por cuarto",50,25
"046007","Arauco","0. __tot__",4200,181
"046007","Arauco","1. Hasta  0,50  personas por cuarto",1047,38
"046007","Arauco","2. 0,51-0,99  personas por cuarto",706,7
"046007","Arauco","3. 1,00-1,49  personas por cuarto",1265,67
"046007","Arauco","4. 1,50-1,99  personas por cuarto",467,21
"046007","Arauco","5. 2,00-3,00  personas por cuarto",621,42
"046007","Arauco","6. Más de 3,00  personas por cuarto",94,6
"046014","Capital","0. __tot__",52550,9891
"046014","Capital","1. Hasta  0,50  personas por cuarto",13382,3010
"046014","Capital","2. 0,51-0,99  personas por cuarto",9258,639
"046014","Capital","3. 1,00-1,49  personas por cuarto",16032,3928
"046014","Capital","4. 1,50-1,99  personas por cuarto",5968,555
"046014","Capital","5. 2,00-3,00  personas por cuarto",6908,1574
"046014","Capital","6. Más de 3,00  personas por cuarto",1002,185
"046021","Castro Barros","0. __tot__",1488,30
"046021","Castro Barros","1. Hasta  0,50  personas por cuarto",523,5
"046021","Castro Barros","2. 0,51-0,99  personas por cuarto",233,2
"046021","Castro Barros","3. 1,00-1,49  personas por cuarto",393,13
"046021","Castro Barros","4. 1,50-1,99  personas por cuarto",138,0
"046021","Castro Barros","5. 2,00-3,00  personas por cuarto",161,7
"046021","Castro Barros","6. Más de 3,00  personas por cuarto",40,3
"046028","General Felipe Varela","0. __tot__",2935,170
"046028","General Felipe Varela","1. Hasta  0,50  personas por cuarto",737,39
"046028","General Felipe Varela","2. 0,51-0,99  personas por cuarto",510,5
"046028","General Felipe Varela","3. 1,00-1,49  personas por cuarto",931,66
"046028","General Felipe Varela","4. 1,50-1,99  personas por cuarto",351,15
"046028","General Felipe Varela","5. 2,00-3,00  personas por cuarto",351,40
"046028","General Felipe Varela","6. Más de 3,00  personas por cuarto",55,5
"046035","Chamical","0. __tot__",4170,344
"046035","Chamical","1. Hasta  0,50  personas por cuarto",1143,105
"046035","Chamical","2. 0,51-0,99  personas por cuarto",704,10
"046035","Chamical","3. 1,00-1,49  personas por cuarto",1239,125
"046035","Chamical","4. 1,50-1,99  personas por cuarto",464,20
"046035","Chamical","5. 2,00-3,00  personas por cuarto",539,74
"046035","Chamical","6. Más de 3,00  personas por cuarto",81,10
"046042","Chilecito","0. __tot__",14827,1305
"046042","Chilecito","1. Hasta  0,50  personas por cuarto",3834,296
"046042","Chilecito","2. 0,51-0,99  personas por cuarto",2320,71
"046042","Chilecito","3. 1,00-1,49  personas por cuarto",4370,476
"046042","Chilecito","4. 1,50-1,99  personas por cuarto",1804,107
"046042","Chilecito","5. 2,00-3,00  personas por cuarto",2190,281
"046042","Chilecito","6. Más de 3,00  personas por cuarto",309,74
"046049","Famatina","0. __tot__",1926,47
"046049","Famatina","1. Hasta  0,50  personas por cuarto",561,8
"046049","Famatina","2. 0,51-0,99  personas por cuarto",321,2
"046049","Famatina","3. 1,00-1,49  personas por cuarto",575,17
"046049","Famatina","4. 1,50-1,99  personas por cuarto",193,3
"046049","Famatina","5. 2,00-3,00  personas por cuarto",232,15
"046049","Famatina","6. Más de 3,00  personas por cuarto",44,2
"046056","Ángel Vicente Peñaloza","0. __tot__",759,1
"046056","Ángel Vicente Peñaloza","1. Hasta  0,50  personas por cuarto",193,0
"046056","Ángel Vicente Peñaloza","2. 0,51-0,99  personas por cuarto",110,0
"046056","Ángel Vicente Peñaloza","3. 1,00-1,49  personas por cuarto",238,1
"046056","Ángel Vicente Peñaloza","4. 1,50-1,99  personas por cuarto",94,0
"046056","Ángel Vicente Peñaloza","5. 2,00-3,00  personas por cuarto",113,0
"046056","Ángel Vicente Peñaloza","6. Más de 3,00  personas por cuarto",11,0
"046063","General Belgrano","0. __tot__",1993,151
"046063","General Belgrano","1. Hasta  0,50  personas por cuarto",608,28
"046063","General Belgrano","2. 0,51-0,99  personas por cuarto",330,7
"046063","General Belgrano","3. 1,00-1,49  personas por cuarto",557,45
"046063","General Belgrano","4. 1,50-1,99  personas por cuarto",181,14
"046063","General Belgrano","5. 2,00-3,00  personas por cuarto",271,51
"046063","General Belgrano","6. Más de 3,00  personas por cuarto",46,6
"046070","General Juan Facundo Quiroga","0. __tot__",931,10
"046070","General Juan Facundo Quiroga","1. Hasta  0,50  personas por cuarto",262,3
"046070","General Juan Facundo Quiroga","2. 0,51-0,99  personas por cuarto",141,1
"046070","General Juan Facundo Quiroga","3. 1,00-1,49  personas por cuarto",260,5
"046070","General Juan Facundo Quiroga","4. 1,50-1,99  personas por cuarto",113,0
"046070","General Juan Facundo Quiroga","5. 2,00-3,00  personas por cuarto",123,1
"046070","General Juan Facundo Quiroga","6. Más de 3,00  personas por cuarto",32,0
"046077","General Lamadrid","0. __tot__",562,1
"046077","General Lamadrid","1. Hasta  0,50  personas por cuarto",130,0
"046077","General Lamadrid","2. 0,51-0,99  personas por cuarto",77,0
"046077","General Lamadrid","3. 1,00-1,49  personas por cuarto",152,1
"046077","General Lamadrid","4. 1,50-1,99  personas por cuarto",92,0
"046077","General Lamadrid","5. 2,00-3,00  personas por cuarto",96,0
"046077","General Lamadrid","6. Más de 3,00  personas por cuarto",15,0
"046084","General Ortiz de Ocampo","0. __tot__",1998,57
"046084","General Ortiz de Ocampo","1. Hasta  0,50  personas por cuarto",590,9
"046084","General Ortiz de Ocampo","2. 0,51-0,99  personas por cuarto",326,2
"046084","General Ortiz de Ocampo","3. 1,00-1,49  personas por cuarto",587,23
"046084","General Ortiz de Ocampo","4. 1,50-1,99  personas por cuarto",236,2
"046084","General Ortiz de Ocampo","5. 2,00-3,00  personas por cuarto",226,17
"046084","General Ortiz de Ocampo","6. Más de 3,00  personas por cuarto",33,4
"046091","General San Martín","0. __tot__",1276,20
"046091","General San Martín","1. Hasta  0,50  personas por cuarto",305,5
"046091","General San Martín","2. 0,51-0,99  personas por cuarto",165,0
"046091","General San Martín","3. 1,00-1,49  personas por cuarto",374,4
"046091","General San Martín","4. 1,50-1,99  personas por cuarto",137,1
"046091","General San Martín","5. 2,00-3,00  personas por cuarto",256,10
"046091","General San Martín","6. Más de 3,00  personas por cuarto",39,0
"046098","Vinchina","0. __tot__",765,6
"046098","Vinchina","1. Hasta  0,50  personas por cuarto",236,1
"046098","Vinchina","2. 0,51-0,99  personas por cuarto",136,0
"046098","Vinchina","3. 1,00-1,49  personas por cuarto",204,5
"046098","Vinchina","4. 1,50-1,99  personas por cuarto",77,0
"046098","Vinchina","5. 2,00-3,00  personas por cuarto",93,0
"046098","Vinchina","6. Más de 3,00  personas por cuarto",19,0
"046105","Independencia","0. __tot__",482,2
"046105","Independencia","1. Hasta  0,50  personas por cuarto",129,1
"046105","Independencia","2. 0,51-0,99  personas por cuarto",74,0
"046105","Independencia","3. 1,00-1,49  personas por cuarto",118,1
"046105","Independencia","4. 1,50-1,99  personas por cuarto",58,0
"046105","Independencia","5. 2,00-3,00  personas por cuarto",89,0
"046105","Independencia","6. Más de 3,00  personas por cuarto",14,0
"046112","Rosario Vera Peñaloza","0. __tot__",3988,238
"046112","Rosario Vera Peñaloza","1. Hasta  0,50  personas por cuarto",1078,44
"046112","Rosario Vera Peñaloza","2. 0,51-0,99  personas por cuarto",620,13
"046112","Rosario Vera Peñaloza","3. 1,00-1,49  personas por cuarto",1165,93
"046112","Rosario Vera Peñaloza","4. 1,50-1,99  personas por cuarto",412,19
"046112","Rosario Vera Peñaloza","5. 2,00-3,00  personas por cuarto",601,59
"046112","Rosario Vera Peñaloza","6. Más de 3,00  personas por cuarto",112,10
"046119","San Blas de Los Sauces","0. __tot__",1210,6
"046119","San Blas de Los Sauces","1. Hasta  0,50  personas por cuarto",341,0
"046119","San Blas de Los Sauces","2. 0,51-0,99  personas por cuarto",187,1
"046119","San Blas de Los Sauces","3. 1,00-1,49  personas por cuarto",372,0
"046119","San Blas de Los Sauces","4. 1,50-1,99  personas por cuarto",116,1
"046119","San Blas de Los Sauces","5. 2,00-3,00  personas por cuarto",163,4
"046119","San Blas de Los Sauces","6. Más de 3,00  personas por cuarto",31,0
"046126","Sanagasta","0. __tot__",788,9
"046126","Sanagasta","1. Hasta  0,50  personas por cuarto",204,1
"046126","Sanagasta","2. 0,51-0,99  personas por cuarto",120,0
"046126","Sanagasta","3. 1,00-1,49  personas por cuarto",231,4
"046126","Sanagasta","4. 1,50-1,99  personas por cuarto",89,1
"046126","Sanagasta","5. 2,00-3,00  personas por cuarto",116,3
"046126","Sanagasta","6. Más de 3,00  personas por cuarto",28,0
"050007","Capital","0. __tot__",22495,23079
"050007","Capital","1. Hasta  0,50  personas por cuarto",9088,10722
"050007","Capital","2. 0,51-0,99  personas por cuarto",5172,4137
"050007","Capital","3. 1,00-1,49  personas por cuarto",5308,5888
"050007","Capital","4. 1,50-1,99  personas por cuarto",1307,906
"050007","Capital","5. 2,00-3,00  personas por cuarto",1385,1252
"050007","Capital","6. Más de 3,00  personas por cuarto",235,174
"050014","General Alvear","0. __tot__",14784,1486
"050014","General Alvear","1. Hasta  0,50  personas por cuarto",4671,420
"050014","General Alvear","2. 0,51-0,99  personas por cuarto",2890,84
"050014","General Alvear","3. 1,00-1,49  personas por cuarto",4335,523
"050014","General Alvear","4. 1,50-1,99  personas por cuarto",1282,139
"050014","General Alvear","5. 2,00-3,00  personas por cuarto",1380,275
"050014","General Alvear","6. Más de 3,00  personas por cuarto",226,45
"050021","Godoy Cruz","0. __tot__",47417,16684
"050021","Godoy Cruz","1. Hasta  0,50  personas por cuarto",15874,6752
"050021","Godoy Cruz","2. 0,51-0,99  personas por cuarto",10478,2636
"050021","Godoy Cruz","3. 1,00-1,49  personas por cuarto",13025,5053
"050021","Godoy Cruz","4. 1,50-1,99  personas por cuarto",3791,885
"050021","Godoy Cruz","5. 2,00-3,00  personas por cuarto",3714,1169
"050021","Godoy Cruz","6. Más de 3,00  personas por cuarto",535,189
"050028","Guaymallén","0. __tot__",74989,18361
"050028","Guaymallén","1. Hasta  0,50  personas por cuarto",20390,5637
"050028","Guaymallén","2. 0,51-0,99  personas por cuarto",16114,2701
"050028","Guaymallén","3. 1,00-1,49  personas por cuarto",23274,5864
"050028","Guaymallén","4. 1,50-1,99  personas por cuarto",6880,1482
"050028","Guaymallén","5. 2,00-3,00  personas por cuarto",7084,2311
"050028","Guaymallén","6. Más de 3,00  personas por cuarto",1247,366
"050035","Junín","0. __tot__",11855,921
"050035","Junín","1. Hasta  0,50  personas por cuarto",2750,172
"050035","Junín","2. 0,51-0,99  personas por cuarto",2294,67
"050035","Junín","3. 1,00-1,49  personas por cuarto",3816,320
"050035","Junín","4. 1,50-1,99  personas por cuarto",1369,95
"050035","Junín","5. 2,00-3,00  personas por cuarto",1420,210
"050035","Junín","6. Más de 3,00  personas por cuarto",206,57
"050042","La Paz","0. __tot__",3285,171
"050042","La Paz","1. Hasta  0,50  personas por cuarto",787,29
"050042","La Paz","2. 0,51-0,99  personas por cuarto",584,12
"050042","La Paz","3. 1,00-1,49  personas por cuarto",1035,52
"050042","La Paz","4. 1,50-1,99  personas por cuarto",385,21
"050042","La Paz","5. 2,00-3,00  personas por cuarto",430,42
"050042","La Paz","6. Más de 3,00  personas por cuarto",64,15
"050049","Las Heras","0. __tot__",52917,8126
"050049","Las Heras","1. Hasta  0,50  personas por cuarto",12733,2138
"050049","Las Heras","2. 0,51-0,99  personas por cuarto",10424,1032
"050049","Las Heras","3. 1,00-1,49  personas por cuarto",16912,2630
"050049","Las Heras","4. 1,50-1,99  personas por cuarto",5639,783
"050049","Las Heras","5. 2,00-3,00  personas por cuarto",6108,1270
"050049","Las Heras","6. Más de 3,00  personas por cuarto",1101,273
"050056","Lavalle","0. __tot__",9759,621
"050056","Lavalle","1. Hasta  0,50  personas por cuarto",1809,128
"050056","Lavalle","2. 0,51-0,99  personas por cuarto",1590,42
"050056","Lavalle","3. 1,00-1,49  personas por cuarto",3190,222
"050056","Lavalle","4. 1,50-1,99  personas por cuarto",1355,58
"050056","Lavalle","5. 2,00-3,00  personas por cuarto",1515,141
"050056","Lavalle","6. Más de 3,00  personas por cuarto",300,30
"050063","Luján de Cuyo","0. __tot__",43072,4206
"050063","Luján de Cuyo","1. Hasta  0,50  personas por cuarto",11588,1132
"050063","Luján de Cuyo","2. 0,51-0,99  personas por cuarto",10020,541
"050063","Luján de Cuyo","3. 1,00-1,49  personas por cuarto",13462,1410
"050063","Luján de Cuyo","4. 1,50-1,99  personas por cuarto",3708,391
"050063","Luján de Cuyo","5. 2,00-3,00  personas por cuarto",3717,589
"050063","Luján de Cuyo","6. Más de 3,00  personas por cuarto",577,143
"050070","Maipú","0. __tot__",51576,5644
"050070","Maipú","1. Hasta  0,50  personas por cuarto",11917,1276
"050070","Maipú","2. 0,51-0,99  personas por cuarto",10415,673
"050070","Maipú","3. 1,00-1,49  personas por cuarto",17029,1865
"050070","Maipú","4. 1,50-1,99  personas por cuarto",5458,627
"050070","Maipú","5. 2,00-3,00  personas por cuarto",5773,966
"050070","Maipú","6. Más de 3,00  personas por cuarto",984,237
"050077","Malargüe","0. __tot__",8646,1220
"050077","Malargüe","1. Hasta  0,50  personas por cuarto",2316,293
"050077","Malargüe","2. 0,51-0,99  personas por cuarto",1602,71
"050077","Malargüe","3. 1,00-1,49  personas por cuarto",2685,422
"050077","Malargüe","4. 1,50-1,99  personas por cuarto",862,125
"050077","Malargüe","5. 2,00-3,00  personas por cuarto",976,245
"050077","Malargüe","6. Más de 3,00  personas por cuarto",205,64
"050084","Rivadavia","0. __tot__",16251,1497
"050084","Rivadavia","1. Hasta  0,50  personas por cuarto",4234,360
